equipment,manufacturer,unit,state,state_full,city,lat,lng,population_quantity
CONSOLE CR ou DR,FUJIFILM,UPA DO PROMORAR,PI,Piauí,TERESINA,-5.098,-42.823,902644.0
RAIO X,KONICA MINOLTA,UPA DO PROMORAR,PI,Piauí,TERESINA,-5.098,-42.823,902644.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA DO RENASCENCA,PI,Piauí,Teresina,-5.10024,-42.73392,902644.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA DO RENASCENCA,PI,Piauí,Teresina,-5.10024,-42.73392,902644.0
IMPRESSORA,CARESTREAM,UPA DO RENASCENCA,PI,Piauí,Teresina,-5.10024,-42.73392,902644.0
DR,KONICA MINOLTA,UPA DO RENASCENCA,PI,Piauí,Teresina,-5.10024,-42.73392,902644.0
RAIO X,KONICA MINOLTA,UPA DO SATELITE,PI,Piauí,TERESINA,-5.0522,-42.7525,902644.0
DR,KONICA MINOLTA,UPA DO SATELITE,PI,Piauí,TERESINA,-5.0522,-42.7525,902644.0
IMPRESSORA,KONICA MINOLTA,VELHO MONGE EMBARCACOES TERESINA LTDA,PI,Piauí,Teresina,-5.07,-42.775,902644.0
ULTRASSOM,CANON,POLICLINICA DR ANTONIO MARTINS ALBUQUERQUE PEDREIRA,MA,Maranhão,Timon,-5.095,-42.836,182241.0
IMPRESSORA,XEROX,POLICLINICA DR ANTONIO MARTINS ALBUQUERQUE PEDREIRA,MA,Maranhão,Timon,-5.095,-42.836,182241.0
TOMOGRAFIA COMPUTADORIZADA,TOSHIBA,POLICLINICA DR ANTONIO MARTINS ALBUQUERQUE PEDREIRA,MA,Maranhão,Timon,-5.095,-42.836,182241.0
IMPRESSORA,SONY,POLICLINICA DR ANTONIO MARTINS ALBUQUERQUE PEDREIRA,MA,Maranhão,Timon,-5.095,-42.836,182241.0
ULTRASSOM,CANON,CAEMI - CENTRO DE ATENÇAO ESPECIALIZADA MATERNO INFANTIL,MA,Maranhão,Timon,-5.1,-42.85,182241.0
IMPRESSORA,EPSON,CAEMI - CENTRO DE ATENÇAO ESPECIALIZADA MATERNO INFANTIL,MA,Maranhão,Timon,-5.1,-42.85,182241.0
IMPRESSORA,FUJIFILM,CAISM - CENTRO DE ASSISTENCIA INTEGRADO DE SAUDE DA MULHER,MA,Maranhão,Timon,-5.091191,-42.829394,182241.0
ULTRASSOM,CANON,CAISM - CENTRO DE ASSISTENCIA INTEGRADO DE SAUDE DA MULHER,MA,Maranhão,Timon,-5.091191,-42.829394,182241.0
IMPRESSORA,SONY,CAISM - CENTRO DE ASSISTENCIA INTEGRADO DE SAUDE DA MULHER,MA,Maranhão,Timon,-5.091191,-42.829394,182241.0
RAIO X,KONICA MINOLTA,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
ULTRASSOM,CANON,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
DR,KONICA MINOLTA,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
CONSOLE CR ou DR,KONICA MINOLTA,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
MAMOGRAFIA,KONICA MINOLTA,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
IMPRESSORA,KONICA MINOLTA,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
CONSOLE CR ou DR,FUJIFILM,CENTRO AMBULATORIAL FREI DIONISIO,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
IMPRESSORA,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
DR,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
RAIO X,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
TOMOGRAFIA COMPUTADORIZADA,CANON,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
ULTRASSOM,CANON,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
ULTRASSOM,CANON,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
CONSOLE CR ou DR,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
MAMOGRAFIA,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
IMPRESSORA,KONICA MINOLTA,CENTRO DE IMAGEM DE LAGO DA PEDRA - DONA LICA,MA,Maranhão,Lago da Pedra,-4.569,-45.132,45875.0
ULTRASSOM,CANON,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
DR,KONICA MINOLTA,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
CONSOLE CR ou DR,FUJIFILM,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
RAIO X,KONICA MINOLTA,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
TOMOGRAFIA COMPUTADORIZADA,CANON,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
CONSOLE CR ou DR,KONICA MINOLTA,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
MAMOGRAFIA,KONICA MINOLTA,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
IMPRESSORA,KONICA MINOLTA,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
IMPRESSORA,XEROX,CENTRO DE IMAGEM DE PAULO RAMOS,MA,Maranhão,Paulo Ramos,-4.2167,-45.1833,20792.0
MAMOGRAFIA,KONICA MINOLTA,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
DR,KONICA MINOLTA,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
RAIO X,KONICA MINOLTA,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
DR,KONICA MINOLTA,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
TOMOGRAFIA COMPUTADORIZADA,CANON,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
ULTRASSOM,CANON,CENTRO DE IMAGEM IZABEL ROCHA DE CARVALHO,MA,Maranhão,Duque Bacelar,-4.15,-42.933,10448.0
IMPRESSORA,KONICA MINOLTA,CMEI ACS IGLESIA ALVES DA COSTA E SOUSA,MA,Maranhão,Timon,-5.1,-42.83,182241.0
RAIO X,KONICA MINOLTA,CMEI ACS IGLESIA ALVES DA COSTA E SOUSA,MA,Maranhão,Timon,-5.1,-42.83,182241.0
ULTRASSOM,CANON,CMEI ACS IGLESIA ALVES DA COSTA E SOUSA,MA,Maranhão,Timon,-5.1,-42.83,182241.0
RESSONANCIA,CANON,CMEI ACS IGLESIA ALVES DA COSTA E SOUSA,MA,Maranhão,Timon,-5.1,-42.83,182241.0
ULTRASSOM,CANON,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
RAIO X,KONICA MINOLTA,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
MAMOGRAFIA,KONICA MINOLTA,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
IMPRESSORA,KONICA MINOLTA,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
IMPRESSORA,XEROX,HOSPITAL FELIPE JORGE,MA,Maranhão,São Bernardo,-3.371,-42.419,27887.0
ULTRASSOM,CANON,HOSPITAL GERAL MUNICIPAL DE CODO,MA,Maranhão,Codó,-4.45397,-43.894,118295.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL MATERNO INFANTIL,MA,Maranhão,Barra do Corda,-5.50266,-45.2372,87672.0
ULTRASSOM,CANON,HOSPITAL MATERNO INFANTIL,MA,Maranhão,Barra do Corda,-5.50266,-45.2372,87672.0
RAIO X,KONICA MINOLTA,HOSPITAL MATERNO INFANTIL,MA,Maranhão,Barra do Corda,-5.50266,-45.2372,87672.0
DR,KONICA MINOLTA,HOSPITAL MUNICIPAL DR JOSE FIRMINO DE SOUSA,MA,Maranhão,Timon,-5.1,-42.85,182241.0
IMPRESSORA,SONY,HOSPITAL MUNICIPAL DR JOSE FIRMINO DE SOUSA,MA,Maranhão,Timon,-5.1,-42.85,182241.0
NOTEBOOK,KONICA MINOLTA,HOSPITAL MUNICIPAL DR JOSE FIRMINO DE SOUSA,MA,Maranhão,Timon,-5.1,-42.85,182241.0
CONSOLE CR ou DR,FUJIFILM,HOSPITAL MUNICIPAL JOÃO ANTONIO SANTOS,MA,Maranhão,Alto Alegre do Pindaré,-3.66667,-45.93333,26411.0
MAMOGRAFIA,VMI TECNOLOGIAS,HOSPITAL MUNICIPAL JOÃO ANTONIO SANTOS,MA,Maranhão,Alto Alegre do Pindaré,-3.66667,-45.93333,26411.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL MUNICIPAL JOÃO ANTONIO SANTOS,MA,Maranhão,Alto Alegre do Pindaré,-3.66667,-45.93333,26411.0
IMPRESSORA,KONICA MINOLTA,HOSPITAL MUNICIPAL JOÃO ANTONIO SANTOS,MA,Maranhão,Alto Alegre do Pindaré,-3.66667,-45.93333,26411.0
IMPRESSORA,KONICA MINOLTA,MUNICIPIO DE ALTO ALEGRE DO PINDARÉ,MA,Maranhão,Alto Alegre do Pindaré,-3.6667,-45.9333,26411.0
TOMOGRAFIA COMPUTADORIZADA,CANON,UNIDADE DE SAUDE JOSE ANDRADE,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
IMPRESSORA,XEROX,UNIDADE DE SAUDE JOSE ANDRADE,MA,Maranhão,Tuntum,-5.254,-44.643,37401.0
CONSOLE CR ou DR,FUJIFILM,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
IMPRESSORA,KONICA MINOLTA,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
MAMOGRAFIA,SAWAE,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
TOMOGRAFIA COMPUTADORIZADA,CANON,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
RAIO X,KONICA MINOLTA,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
RAIO X MÓVEL,VMI TECNOLOGIAS,UNIDADE HOSPITALAR EXPEDITO GALVAO,MA,Maranhão,Igarapé Grande,-4.662,-44.855,10463.0
ULTRASSOM,CANON,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
ULTRASSOM,CANON,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
CONSOLE CR ou DR,FUJIFILM,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
IMPRESSORA,KONICA MINOLTA,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
RAIO X,KONICA MINOLTA,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
TOMOGRAFIA COMPUTADORIZADA,CANON,UNIDADE MISTA DE SAUDE SAO RAIMUNDO DAS MANGABEIRAS,MA,Maranhão,São Raimundo das Mangabeiras,-7.021,-45.48,19129.0
IMPRESSORA,KONICA MINOLTA,UPA - BARRA DO CORDA,MA,Maranhão,Barra do Corda,-5.50227,-45.2455,87672.0
CONSOLE CR ou DR,FUJFILM,UPA - BARRA DO CORDA,MA,Maranhão,Barra do Corda,-5.50227,-45.2455,87672.0
TOMOGRAFIA COMPUTADORIZADA,CANON,UPA - BARRA DO CORDA,MA,Maranhão,Barra do Corda,-5.50227,-45.2455,87672.0
RAIO X MÓVEL,CDK,UPA - BARRA DO CORDA,MA,Maranhão,Barra do Corda,-5.50227,-45.2455,87672.0
ULTRASSOM,CANON,HPSM GUAMA DR HUMBERTO MARADEI PEREIRA,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
DR,KONICA MINOLTA,HPSM GUAMA DR HUMBERTO MARADEI PEREIRA,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,HPSM GUAMA DR HUMBERTO MARADEI PEREIRA,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
ULTRASSOM,CANON,PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
DR,KONICA MINOLTA,PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
TOMOGRAFIA COMPUTADORIZADA,CANON,PRONTO SOCORRO MUNICIPAL MARIO PINOTTI,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
DR,KONICA MINOLTA,UPA 24H - SACRAMENTA,PA,PARA,BELÉM,-1.447,-48.466,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA 24H - SACRAMENTA,PA,PARA,BELÉM,-1.447,-48.466,1398531.0
CONSOLE CR ou DR,FUJIFILM,UPA DE CAMETA,PA,PARA,CAMETA,-2.2444,-49.4958,143837.0
CONSOLE CR ou DR,FUJIFILM,URE SAÚDE DA MULHER,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
IMPRESSORA,KONICA MINOLTA,URE SAÚDE DA MULHER,PA,PARA,BELÉM,-1.452,-48.489,1398531.0
ULTRASSOM,TOSHIBA,CENTRO DE DIAGNOSTICO CAMETÁ,PA,PARA,CAMETA,-2.2433,-49.4983,143837.0
IMPRESSORA,SONY,CENTRO DE DIAGNOSTICO CAMETÁ,PA,PARA,CAMETA,-2.2433,-49.4983,143837.0
TOMOGRAFIA COMPUTADORIZADA,CANON,CENTRO DE DIAGNOSTICO CAMETÁ,PA,PARA,CAMETA,-2.2433,-49.4983,143837.0
IMPRESSORA,XEROX,CENTRO DE DIAGNOSTICO CAMETÁ,PA,PARA,CAMETA,-2.2433,-49.4983,143837.0
CONSOLE CR ou DR,FUJIFILM,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
CONSOLE CR ou DR,FUJIFILM,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
TOMOGRAFIA COMPUTADORIZADA,CANON,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
TOMOGRAFIA COMPUTADORIZADA,CANON,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
MAMOGRAFIA,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
RAIO X MÓVEL,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
RAIO X MÓVEL,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
RAIO X,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
RAIO X,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
IMPRESSORA,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
DR,KONICA MINOLTA,FUNDAÇÃO SANTA CASA DE MISERICORDIA DO PARA,PA,PARA,BELÉM,-1.43996,-48.48151,1398531.0
DR,KONICA MINOLTA,HOSPITAL DE RETAGUARDA DOM VICENTE ZICO,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
RAIO X,KONICA MINOLTA,HOSPITAL DE RETAGUARDA DOM VICENTE ZICO,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL DE RETAGUARDA DOM VICENTE ZICO,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
IMPRESSORA,XEROX,HOSPITAL DE RETAGUARDA DOM VICENTE ZICO,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
DR,KONICA MINOLTA,HOSPITAL GERAL DE MOSQUEIRO,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL GERAL DE MOSQUEIRO,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
IMPRESSORA,XEROX,HOSPITAL GERAL DE MOSQUEIRO,PA,PARA,BELÉM,-1.455752,-48.490186,1398531.0
DR,KONICA MINOLTA,UMS - TAPANÁ,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,UMS - TAPANÁ,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
IMPRESSORA,XEROX,UMS - TAPANÁ,PA,PARA,BELÉM,-1.43,-48.47,1398531.0
DR,KONICA MINOLTA,UMS OUTEIRO,PA,PARA,BELÉM,-1.2658,-48.4606,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,UMS OUTEIRO,PA,PARA,BELÉM,-1.2658,-48.4606,1398531.0
DR,KONICA MINOLTA,UNIDADE MUNICIPAL DE SAÚDE - UMS MARAMBAIA,PA,PARA,BELÉM,-1.403309,-48.435223,1398531.0
IMPRESSORA,XEROX,UNIDADE MUNICIPAL DE SAÚDE - UMS MARAMBAIA,PA,PARA,BELÉM,-1.403309,-48.435223,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,UNIDADE MUNICIPAL DE SAÚDE - UMS MARAMBAIA,PA,PARA,BELÉM,-1.403309,-48.435223,1398531.0
DR,KONICA MINOLTA,UPA ICOARACI,PA,PARA,BELÉM,-1.3,-48.45,1398531.0
CONSOLE CR ou DR,KONICA MINOLTA,UPA ICOARACI,PA,PARA,BELÉM,-1.3,-48.45,1398531.0
DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
RAIO X,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
TOMOGRAFIA COMPUTADORIZADA,CANON,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
RAIO X MÓVEL,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
RAIO X,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
MAMOGRAFIA,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
RAIO X MÓVEL,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
MAMOGRAFIA,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
CONSOLE CR ou DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0
DR,KONICA MINOLTA,HOSPITAL REGIONAL DE JIPARANA,RO,RONDONIA,JI-PARANA,-10.8715,-61.9459,139359.0